NUMERO_FACTURA;CEDULA;FECHA_EMISION;AUTORIZACION;MONTO;IVA;DESCUENTO;COD_LOCAL;FECHA_CARGA;FECHA_INICIO;FECHA_FIN
208.0;1345678920.0;08/08/2017;AUT000208;1.22;0.1464;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
209.0;123456789.0;09/09/2017;AUT000209;1.33;0.1596;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
210.0;123654789.0;10/10/2017;AUT000210;21.58;2.5896;1.079;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
211.0;231456792.0;11/11/2017;AUT000211;35.68;4.2816;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
212.0;1456239870.0;12/12/2017;AUT000212;2.33;0.2796;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
213.0;1234567890.0;13/01/2018;AUT000213;3.44;0.4128;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
214.0;2345678912.0;14/02/2018;AUT000214;2.44;0.2928;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
215.0;1123456789.0;15/03/2018;AUT000215;2.55;0.306;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
216.0;1345678920.0;16/04/2018;AUT000216;2.66;0.3192;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
217.0;123456789.0;17/05/2018;AUT000217;9.88;1.1856;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
218.0;123654789.0;18/06/2017;AUT000218;10.23;1.2276;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
219.0;231456792.0;19/07/2017;AUT000219;18.29;2.1948;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
220.0;1456239870.0;20/08/2017;AUT000220;10.56;1.2672;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
221.0;1234567890.0;21/09/2017;AUT000221;13.24;1.5888;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
222.0;2345678912.0;22/10/2017;AUT000222;19.88;2.3856;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
223.0;1123456789.0;23/11/2017;AUT000223;4.01;0.4812;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
224.0;1345678920.0;24/12/2017;AUT000224;1.02;0.1224;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
225.0;123456789.0;20/01/2017;AUT000225;5.68;0.6816;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
226.0;123654789.0;15/02/2017;AUT000226;4.89;0.5868;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
227.0;231456792.0;10/03/2017;AUT000227;7.56;0.9072;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
228.0;1456239870.0;08/04/2017;AUT000228;21.95;2.634;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
229.0;1234567890.0;09/05/2017;AUT000229;104.2;12.504;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
230.0;2345678912.0;11/06/2017;AUT000230;22.8;2.736;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
231.0;1123456789.0;16/07/2017;AUT000231;26.13;3.1356;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
232.0;1345678920.0;18/08/2017;AUT000232;26.17;3.1404;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
233.0;123456789.0;21/09/2017;AUT000233;49.99;5.9988;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
234.0;123654789.0;24/10/2017;AUT000234;109.37;13.1244;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
235.0;231456792.0;25/11/2017;AUT000235;16.75;2.01;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
236.0;1456239870.0;23/12/2017;AUT000236;81.77;9.8124;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
237.0;1234567890.0;14/05/2018;AUT000237;97.73;11.7276;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
238.0;2345678912.0;15/01/2018;AUT000238;33.59;4.0308;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
239.0;1123456789.0;16/02/2018;AUT000239;2.12;0.2544;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
240.0;1345678920.0;17/03/2018;AUT000240;11.47;1.3764;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
241.0;123456789.0;18/04/2018;AUT000241;122.14;14.6568;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
242.0;123654789.0;19/05/2018;AUT000242;56.1;6.732;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
243.0;231456792.0;20/05/2018;AUT000243;21.81;2.6172;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
244.0;1456239870.0;21/04/2018;AUT000244;40.44;4.8528;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
245.0;1234567890.0;01/01/2017;AUT000245;3.68;0.4416;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
246.0;2345678912.0;02/02/2017;AUT000246;11.53;1.3836;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
247.0;1123456789.0;03/03/2017;AUT000247;145.91;17.5092;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
248.0;1345678920.0;04/04/2017;AUT000248;27.39;3.2868;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
249.0;123456789.0;05/05/2017;AUT000249;80.44;9.6528;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
250.0;123654789.0;06/06/2017;AUT000250;91.45;10.974;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
251.0;231456792.0;07/07/2017;AUT000251;66.04;7.9248;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
252.0;1456239870.0;08/08/2017;AUT000252;29.94;3.5928;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
253.0;1234567890.0;09/09/2017;AUT000253;17.04;2.0448;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
254.0;2345678912.0;10/10/2017;AUT000254;44.91;5.3892;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
255.0;1123456789.0;11/11/2017;AUT000255;34.73;4.1676;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
256.0;1345678920.0;12/12/2017;AUT000256;15.55;1.866;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
257.0;123456789.0;13/01/2017;AUT000257;5.36;0.6432;0.268;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
258.0;123654789.0;14/02/2017;AUT000258;61.7;7.404;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
259.0;231456792.0;15/03/2017;AUT000259;23.43;2.8116;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
260.0;1456239870.0;16/04/2017;AUT000260;7.02;0.8424;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
261.0;1234567890.0;17/05/2017;AUT000261;32.04;3.8448;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
262.0;2345678912.0;18/06/2017;AUT000262;36.24;4.3488;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
263.0;1123456789.0;19/07/2017;AUT000263;33.9;4.068;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
264.0;1345678920.0;20/08/2017;AUT000264;0.9;0.108;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
265.0;123456789.0;21/09/2017;AUT000265;1.82;0.2184;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
266.0;123654789.0;22/10/2017;AUT000266;1.84;0.2208;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
267.0;231456792.0;23/11/2017;AUT000267;3.66;0.4392;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
268.0;1456239870.0;24/12/2017;AUT000268;90.31;10.8372;4.5155;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
269.0;1234567890.0;01/01/2018;AUT000269;171.57;20.5884;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
270.0;2345678912.0;02/02/2018;AUT000270;10.31;1.2372;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
271.0;1123456789.0;03/03/2018;AUT000271;19.76;2.3712;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
272.0;1345678920.0;04/04/2018;AUT000272;180.76;21.6912;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
273.0;123456789.0;05/05/2018;AUT000273;99.4;11.928;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
274.0;123654789.0;06/06/2017;AUT000274;26.75;3.21;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
275.0;231456792.0;07/07/2017;AUT000275;24.9;2.988;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
286.0;1456239870.0;08/08/2017;AUT000286;2.12;0.2544;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
287.0;1234567890.0;09/09/2017;AUT000287;5.25;0.63;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
288.0;2345678912.0;10/10/2017;AUT000288;3.11;0.3732;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
289.0;1123456789.0;11/11/2017;AUT000289;5.36;0.6432;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
290.0;1345678920.0;12/12/2017;AUT000290;12.58;1.5096;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
291.0;123456789.0;13/01/2018;AUT000291;24.56;2.9472;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
292.0;123654789.0;14/02/2018;AUT000292;9.87;1.1844;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
293.0;231456792.0;15/03/2018;AUT000293;1.23;0.1476;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
294.0;1456239870.0;16/04/2018;AUT000294;2.34;0.2808;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
295.0;1234567890.0;17/05/2018;AUT000295;3.45;0.414;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
296.0;2345678912.0;18/06/2017;AUT000296;4.56;0.5472;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
297.0;1123456789.0;19/07/2017;AUT000297;5.67;0.6804;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
298.0;1345678920.0;20/08/2017;AUT000298;6.78;0.8136;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
299.0;123456789.0;21/09/2017;AUT000299;7.89;0.9468;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
300.0;123654789.0;22/10/2017;AUT000300;0.9;0.108;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
301.0;231456792.0;23/11/2017;AUT000301;0.91;0.1092;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
302.0;1456239870.0;24/12/2017;AUT000302;0.92;0.1104;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
303.0;1234567890.0;20/01/2017;AUT000303;1.22;0.1464;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
304.0;2345678912.0;15/02/2017;AUT000304;1.33;0.1596;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
305.0;1123456789.0;10/03/2017;AUT000305;21.58;2.5896;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
306.0;1345678920.0;08/04/2017;AUT000306;35.68;4.2816;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
307.0;123456789.0;09/05/2017;AUT000307;2.33;0.2796;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
308.0;123654789.0;11/06/2017;AUT000308;3.44;0.4128;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
309.0;231456792.0;16/07/2017;AUT000309;2.44;0.2928;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
310.0;1456239870.0;18/08/2017;AUT000310;2.55;0.306;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
311.0;1234567890.0;21/09/2017;AUT000311;2.66;0.3192;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
312.0;2345678912.0;24/10/2017;AUT000312;9.88;1.1856;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
313.0;1123456789.0;25/11/2017;AUT000313;10.23;1.2276;0.5115;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
314.0;1345678920.0;23/12/2017;AUT000314;18.29;2.1948;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
315.0;123456789.0;14/05/2018;AUT000315;10.56;1.2672;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
316.0;123654789.0;15/01/2018;AUT000316;13.24;1.5888;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
317.0;231456792.0;16/02/2018;AUT000317;19.88;2.3856;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
318.0;1456239870.0;17/03/2018;AUT000318;4.01;0.4812;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
319.0;1234567890.0;18/04/2018;AUT000319;1.02;0.1224;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
320.0;2345678912.0;19/05/2018;AUT000320;5.68;0.6816;0.284;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
321.0;1123456789.0;20/05/2018;AUT000321;4.89;0.5868;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
322.0;1345678920.0;21/04/2018;AUT000322;7.56;0.9072;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
323.0;123456789.0;01/01/2017;AUT000323;21.95;2.634;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
324.0;123654789.0;02/02/2017;AUT000324;104.2;12.504;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
325.0;231456792.0;03/03/2017;AUT000325;22.8;2.736;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
326.0;1456239870.0;04/04/2017;AUT000326;26.13;3.1356;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
327.0;1234567890.0;05/05/2017;AUT000327;26.17;3.1404;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
328.0;2345678912.0;06/06/2017;AUT000328;49.99;5.9988;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
329.0;1123456789.0;07/07/2017;AUT000329;109.37;13.1244;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
330.0;1345678920.0;08/08/2017;AUT000330;16.75;2.01;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
331.0;123456789.0;09/09/2017;AUT000331;81.77;9.8124;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
332.0;123654789.0;10/10/2017;AUT000332;97.73;11.7276;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
333.0;231456792.0;11/11/2017;AUT000333;33.59;4.0308;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
334.0;1456239870.0;12/12/2017;AUT000334;2.12;0.2544;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
335.0;1234567890.0;13/01/2017;AUT000335;11.47;1.3764;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
336.0;2345678912.0;14/02/2017;AUT000336;122.14;14.6568;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
337.0;1123456789.0;15/03/2017;AUT000337;56.1;6.732;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
338.0;1345678920.0;16/04/2017;AUT000338;21.81;2.6172;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
339.0;123456789.0;17/05/2017;AUT000339;40.44;4.8528;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
340.0;123654789.0;18/06/2017;AUT000340;3.68;0.4416;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
341.0;231456792.0;19/07/2017;AUT000341;11.53;1.3836;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
342.0;1456239870.0;20/08/2017;AUT000342;145.91;17.5092;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
343.0;1234567890.0;21/09/2017;AUT000343;27.39;3.2868;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
344.0;2345678912.0;22/10/2017;AUT000344;80.44;9.6528;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
345.0;1123456789.0;23/11/2017;AUT000345;91.45;10.974;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
346.0;1345678920.0;24/12/2017;AUT000346;66.04;7.9248;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
347.0;123456789.0;01/01/2018;AUT000347;29.94;3.5928;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
348.0;123654789.0;02/02/2018;AUT000348;17.04;2.0448;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
349.0;231456792.0;03/03/2018;AUT000349;44.91;5.3892;2.2455;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
350.0;1456239870.0;04/04/2018;AUT000350;34.73;4.1676;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
351.0;1234567890.0;05/05/2018;AUT000351;15.55;1.866;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
352.0;2345678912.0;06/06/2017;AUT000352;5.36;0.6432;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
353.0;1123456789.0;07/07/2017;AUT000353;61.7;7.404;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
354.0;1345678920.0;08/08/2017;AUT000354;23.43;2.8116;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
355.0;123456789.0;09/09/2017;AUT000355;7.02;0.8424;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
356.0;123654789.0;10/10/2017;AUT000356;32.04;3.8448;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
357.0;231456792.0;11/11/2017;AUT000357;36.24;4.3488;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
358.0;1456239870.0;12/12/2017;AUT000358;33.9;4.068;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
359.0;1234567890.0;13/01/2018;AUT000359;0.9;0.108;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
360.0;2345678912.0;14/02/2018;AUT000360;1.82;0.2184;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
361.0;1123456789.0;15/03/2018;AUT000361;1.84;0.2208;;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
362.0;1345678920.0;16/04/2018;AUT000362;3.66;0.4392;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
363.0;123456789.0;17/05/2018;AUT000363;90.31;10.8372;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
364.0;123654789.0;18/06/2017;AUT000364;171.57;20.5884;8.5785;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
365.0;231456792.0;19/07/2017;AUT000365;10.31;1.2372;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
366.0;1456239870.0;20/08/2017;AUT000366;19.76;2.3712;;L05;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
367.0;123456789.0;21/09/2017;AUT000367;180.76;21.6912;;L01;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
368.0;123654789.0;22/10/2017;AUT000368;99.4;11.928;;L02;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
369.0;231456792.0;23/11/2017;AUT000369;26.75;3.21;1.3375;L03;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
370.0;1456239870.0;24/12/2017;AUT000370;24.9;2.988;;L04;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
371.0;1726247958.0;24/12/2017;AUT000370;24.9;2.988;;L15;2019/07/04 13:46:29.891;2018/09/01 00:0;2018/09/26 00:0
